default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_2,job,people_under_maintenance,telephone,foreign_worker
1,2,60,3,8,15210,4,4,4,2,1,4,2,51,1,1,1,3,1,1,1
1,2,72,3,7,8746,4,3,3,2,2,4,2,46,1,2,1,3,2,1,1
1,3,60,4,8,10073,4,4,3,2,1,3,3,47,1,1,1,3,2,1,1
1,3,43,3,3,15969,4,4,4,2,2,3,2,47,2,2,2,3,1,1,1
1,2,57,2,4,8880,2,3,4,2,1,3,3,58,2,2,2,2,1,1,1
1,3,59,3,7,10423,4,3,4,2,2,3,2,53,1,1,1,2,1,1,1
1,3,41,2,3,7174,2,3,4,2,2,4,3,43,1,2,1,3,1,1,1
1,2,48,3,9,7891,2,3,3,3,1,4,3,67,1,1,1,3,1,1,1
1,3,47,3,7,5863,3,4,3,3,1,3,3,37,2,2,2,3,2,1,1
1,2,20,4,6,18775,4,4,4,3,2,4,3,58,2,1,2,2,2,1,1
1,3,46,4,5,11715,2,3,3,3,1,3,2,64,1,1,1,2,2,1,1
1,3,47,4,7,9862,2,4,4,2,2,4,3,62,1,2,2,3,2,1,1
1,3,35,2,3,6828,4,4,4,2,1,4,2,50,1,2,2,2,1,1,1
1,3,55,2,6,4525,4,3,4,3,2,4,3,57,1,2,1,2,2,1,1
1,2,48,2,5,10725,4,4,3,2,1,3,2,57,2,1,1,2,2,1,1
1,3,41,3,6,9564,4,3,3,3,1,4,2,54,2,1,2,3,2,1,1
1,2,48,3,4,11505,3,4,4,3,2,3,3,59,2,2,2,2,2,1,1
1,3,45,3,8,12076,2,3,3,3,1,3,2,37,1,2,2,2,1,1,1
1,3,44,3,4,13036,2,3,4,3,2,4,3,42,1,2,2,2,2,1,1
1,2,48,4,5,9873,4,4,3,2,2,3,3,56,1,1,1,2,2,1,1
1,3,37,3,9,11866,2,4,4,3,1,3,3,52,2,2,1,3,2,1,1
1,2,46,2,4,8777,2,3,4,2,2,3,3,61,2,2,2,2,2,1,1
1,3,51,2,5,7445,3,3,3,3,1,4,2,30,1,1,2,3,1,1,1
1,2,37,3,9,8985,3,3,4,3,2,4,3,58,1,2,1,3,1,1,1
1,3,44,4,8,12306,2,3,3,2,2,3,2,52,2,2,2,3,1,1,1
1,3,48,4,4,11819,3,3,3,2,2,4,2,44,1,1,2,3,1,1,1
1,2,52,4,8,9962,4,3,4,2,1,3,2,54,2,2,2,2,1,1,1
1,3,42,4,8,10967,3,4,3,3,2,4,2,27,1,1,1,2,2,1,1
1,2,36,3,4,14822,3,4,3,2,2,3,2,57,2,1,2,2,1,1,1
1,2,46,4,4,4592,4,4,4,3,1,4,2,47,1,1,2,3,1,1,1
1,3,47,4,5,6234,4,4,4,2,2,4,2,45,1,1,2,3,1,1,1
1,3,64,3,9,9960,3,3,4,3,2,3,2,48,2,2,2,2,2,1,1
1,2,46,2,7,12101,3,4,3,3,1,4,2,60,1,2,1,2,2,1,1
1,2,49,3,9,9354,3,4,4,2,1,4,2,59,1,2,1,3,1,1,1
1,2,45,2,7,12709,3,4,4,3,2,4,2,50,1,1,1,2,1,1,1
1,2,53,3,4,977,4,3,3,3,2,4,3,64,2,1,2,3,1,1,1
1,2,43,4,7,3008,2,3,3,2,2,4,2,64,2,2,2,2,2,1,1
1,2,48,4,6,8296,2,4,4,3,2,3,2,71,1,2,1,3,1,1,1
1,3,39,4,4,18001,4,3,3,3,1,4,2,68,1,2,2,2,2,1,1
1,3,54,2,6,9999,3,4,4,3,2,4,2,29,2,2,2,2,2,1,1
1,2,50,2,7,3275,3,3,4,3,1,3,2,49,1,1,1,3,2,1,1
1,2,54,3,5,8919,2,4,4,3,1,4,3,52,2,1,1,2,1,1,1
1,2,38,2,8,11852,2,4,3,2,1,4,3,37,1,2,2,3,1,1,1
1,2,39,3,8,12886,3,4,3,3,2,4,2,53,1,2,1,2,2,1,1
1,2,52,3,9,11411,4,3,4,3,2,3,3,43,1,2,1,3,2,1,1
1,3,43,2,3,9292,4,4,4,2,2,4,3,65,2,1,1,3,1,1,1
1,3,31,3,5,12036,4,3,4,3,2,3,3,65,1,2,2,2,2,1,1
1,2,43,4,5,13460,3,3,4,2,2,3,3,36,2,2,1,2,1,1,1
1,3,61,2,8,8335,3,3,4,2,2,4,2,53,2,1,2,3,2,1,1
1,3,51,4,8,9629,3,4,3,3,1,4,2,55,2,1,2,3,2,1,1
1,3,51,3,7,9591,3,3,4,2,2,3,3,42,2,2,1,2,1,1,1
1,3,40,2,5,4883,2,4,4,3,2,4,2,68,2,2,2,2,1,1,1
1,3,59,4,8,6228,4,3,3,2,1,3,2,58,1,2,2,3,2,1,1
1,2,36,3,8,3044,2,3,3,3,1,4,3,44,2,2,1,2,1,1,1
1,2,63,2,7,10253,3,4,3,3,2,3,2,58,1,1,1,2,1,1,1
1,3,52,2,3,9106,2,3,3,2,2,3,2,65,2,2,1,2,1,1,1
1,2,30,4,7,8982,2,4,3,3,2,4,2,63,2,2,1,2,2,1,1
1,3,45,4,6,9896,2,4,3,3,2,4,2,44,2,1,2,3,1,1,1
1,3,48,3,9,11557,4,4,4,2,2,4,3,51,1,2,1,2,1,1,1
1,2,45,3,7,7982,3,3,3,3,1,3,3,26,1,2,2,2,2,1,1
1,3,46,2,6,13520,3,4,3,3,1,3,3,37,2,2,2,2,1,1,1
1,3,36,2,5,5223,4,4,3,3,1,3,3,46,1,2,1,2,1,1,1
1,3,55,3,5,9959,4,3,4,2,2,4,2,44,1,2,1,3,1,1,1
1,2,51,4,6,9704,4,4,4,2,1,4,3,62,1,1,2,2,2,1,1
1,3,34,4,5,12549,4,3,4,2,2,3,2,52,1,1,2,3,2,1,1
1,3,53,2,4,8515,3,4,4,2,1,3,3,52,1,1,1,2,1,1,1
1,2,68,2,3,13206,4,4,3,3,1,3,3,42,1,1,2,2,1,1,1
1,3,44,4,9,9298,3,4,3,3,1,4,3,41,1,2,1,3,2,1,1
1,3,54,3,8,9694,4,4,4,2,1,3,3,62,1,2,2,3,1,1,1
1,3,39,2,9,9552,3,3,4,3,2,4,3,40,2,1,2,2,2,1,1
1,2,49,2,7,12094,2,3,3,3,1,4,2,46,1,2,2,3,2,1,1
1,2,63,2,3,12559,2,3,4,3,1,4,3,34,2,2,2,3,2,1,1
1,3,44,2,5,8185,4,4,3,2,2,3,3,49,2,1,2,2,1,1,1
1,2,53,2,3,5773,4,3,3,3,1,4,3,45,2,2,2,3,1,1,1
1,3,57,2,4,7056,3,4,3,3,1,4,3,48,1,1,1,2,2,1,1
1,3,48,4,4,10495,3,3,3,2,2,4,2,48,1,1,1,2,1,1,1
1,3,57,4,7,9950,2,4,4,2,2,3,3,58,1,1,2,2,1,1,1
1,2,54,3,5,10422,3,3,3,3,1,3,3,41,2,2,1,3,2,1,1
1,2,51,4,9,7824,4,4,3,3,1,4,3,68,2,2,1,3,2,1,1
1,3,33,4,5,12387,3,4,3,3,2,3,3,42,2,2,2,2,2,1,1
1,3,59,3,4,9470,2,3,4,3,1,3,2,52,1,2,1,2,2,1,1
1,3,35,2,6,5099,2,3,4,3,1,4,2,57,2,2,2,2,2,1,1
1,3,71,4,3,10466,2,3,3,3,1,4,3,64,2,1,1,2,2,1,1
1,2,52,4,4,11642,3,3,3,3,1,4,2,75,1,1,1,3,2,1,1
1,2,62,3,3,10431,2,4,3,2,2,3,2,58,2,2,1,3,2,1,1
1,2,55,3,7,10390,4,4,4,2,2,3,2,52,2,1,2,3,2,1,1
1,3,46,4,4,10681,4,3,4,2,1,3,3,57,1,1,1,3,2,1,1
1,3,53,2,8,6838,2,4,4,2,1,4,3,60,1,2,1,3,2,1,1
1,2,44,2,7,14595,3,4,4,2,1,3,3,45,1,1,2,2,2,1,1
1,2,61,3,6,9020,4,3,4,3,1,3,3,34,2,2,1,3,1,1,1
1,2,34,3,6,14400,2,3,3,3,2,3,2,52,2,1,2,3,2,1,1
1,3,53,2,5,8337,3,3,3,3,1,4,2,49,1,1,1,2,1,1,1
1,2,30,4,7,12900,2,4,3,2,2,3,3,57,1,1,1,2,1,1,1
1,3,32,4,4,10720,2,3,4,2,2,4,2,50,1,2,1,3,1,1,1
1,2,43,3,3,10300,3,3,4,3,1,3,2,36,1,2,1,2,1,1,1
1,2,63,4,3,7183,3,4,3,3,2,3,2,58,1,2,2,2,1,1,1
1,2,55,2,7,13617,3,4,3,3,1,4,3,52,2,2,2,3,2,1,1
1,3,54,4,4,11256,3,4,4,3,2,3,2,42,2,1,1,2,2,1,1
1,2,37,3,5,9729,4,4,3,3,1,3,2,57,1,2,2,3,2,1,1
1,2,27,3,6,13622,2,3,4,3,1,3,2,36,1,1,2,3,1,1,1
1,2,46,3,9,10265,3,4,4,3,1,3,2,47,2,2,1,3,1,1,1
1,2,48,4,6,16629,3,3,3,3,2,4,3,58,1,2,1,2,2,1,1
1,3,52,2,5,13050,2,4,4,2,2,4,3,53,2,2,1,2,2,1,1
1,3,44,4,8,9007,2,3,3,3,1,3,2,41,1,1,1,2,1,1,1
1,3,46,4,4,14075,3,3,4,2,2,4,2,42,1,1,1,2,2,1,1
1,2,48,3,9,10182,4,3,3,2,1,3,2,62,2,1,2,2,2,1,1
1,2,46,4,3,16017,3,3,3,3,2,4,2,50,1,1,2,2,1,1,1
1,3,48,4,3,10244,4,4,4,3,1,3,2,48,2,1,2,2,1,1,1
1,2,35,3,8,9762,4,3,4,3,2,4,2,43,1,2,1,3,2,1,1
1,3,49,3,8,10281,3,4,3,3,2,4,2,56,2,2,2,3,1,1,1
1,3,51,2,3,11198,3,3,3,2,2,3,3,45,1,2,2,3,2,1,1
1,3,58,4,4,14647,4,3,3,2,2,3,3,50,1,2,1,3,2,1,1
1,3,49,2,4,10878,3,3,3,2,1,3,2,43,1,1,2,3,2,1,1
1,2,42,3,7,9679,2,3,4,2,1,4,2,41,1,2,1,3,1,1,1
1,2,51,4,9,8519,3,3,3,3,2,4,2,63,2,1,2,2,1,1,1
1,3,53,2,7,12357,3,4,3,2,1,3,3,53,1,2,1,3,1,1,1
1,2,51,4,9,8336,3,4,3,3,1,4,2,42,1,1,2,3,2,1,1
1,3,40,4,5,6493,3,4,4,3,2,4,2,40,1,2,1,2,1,1,1
1,2,63,3,5,7173,2,4,3,3,1,4,3,40,1,1,1,3,1,1,1
1,3,61,4,3,8605,4,3,4,2,2,3,3,58,1,2,1,2,2,1,1
1,3,41,2,4,9626,2,3,3,3,2,3,2,59,2,2,1,2,1,1,1
1,2,57,3,7,13159,2,3,3,3,2,3,3,58,2,1,1,2,1,1,1
1,3,36,4,3,8268,3,4,3,3,2,3,2,52,1,1,2,2,1,1,1
1,3,42,2,8,13591,3,3,3,3,2,4,3,45,2,1,2,3,1,1,1
1,3,25,4,7,5086,3,4,4,3,2,4,2,34,1,2,1,2,2,1,1
1,2,37,4,4,17903,2,3,4,2,1,4,2,77,1,2,2,3,1,1,1
1,2,46,2,4,5240,3,4,4,2,2,3,2,42,1,1,2,2,2,1,1
1,2,45,2,5,10594,3,3,4,2,1,3,3,57,1,1,1,2,2,1,1
1,2,49,3,8,9347,2,4,4,3,1,4,2,55,1,2,1,2,2,1,1
1,2,37,3,9,7644,4,3,3,2,1,4,3,48,2,1,1,2,1,1,1
1,3,42,4,9,12029,2,3,3,3,1,4,2,41,1,1,1,3,2,1,1
1,3,37,3,4,13171,3,4,3,3,1,4,2,41,2,1,2,3,1,1,1
1,2,50,4,4,9483,4,3,3,2,2,3,2,58,2,1,1,3,1,1,1
1,2,60,3,8,13628,3,4,3,2,1,4,3,35,2,2,2,2,2,1,1
1,2,54,4,8,10192,2,4,4,2,2,4,2,52,2,2,1,3,1,1,1
1,2,48,3,8,6808,4,4,3,3,2,3,2,48,2,2,1,3,1,1,1
1,2,57,3,3,9762,3,3,3,3,2,3,2,55,2,2,1,2,2,1,1
1,2,46,4,4,8417,2,3,4,2,2,4,2,51,1,2,2,3,1,1,1
1,2,29,2,9,11380,3,4,4,3,2,4,2,49,1,1,2,2,1,1,1
1,3,63,3,6,8802,3,4,4,3,2,4,2,59,2,2,1,2,1,1,1
1,3,55,4,3,9777,2,4,4,3,1,4,2,56,1,2,1,3,1,1,1
1,3,45,4,8,6743,4,4,4,2,1,3,3,46,2,2,1,2,1,1,1
1,3,32,4,8,13208,4,4,4,3,2,4,2,42,1,2,2,2,2,1,1
1,3,52,2,5,8933,4,4,3,2,1,3,2,64,1,1,1,3,2,1,1
1,3,31,2,9,6791,2,4,4,2,1,3,3,56,2,1,1,3,1,1,1
1,3,49,3,3,17894,2,3,3,3,1,3,3,51,2,1,2,3,2,1,1
1,2,42,4,3,5761,2,4,4,2,1,4,2,37,1,1,1,3,1,1,1
1,2,44,2,4,11522,3,3,3,3,1,3,2,60,1,1,1,2,2,1,1
1,2,58,2,3,3509,2,4,4,3,2,4,3,54,1,2,2,2,2,1,1
1,3,54,2,7,10925,4,3,4,3,2,3,3,50,1,1,1,3,2,1,1
1,3,39,2,6,10564,3,4,4,3,2,3,3,59,1,2,2,2,2,1,1
1,3,30,4,8,9242,3,3,3,2,1,3,3,42,1,1,1,2,1,1,1
1,2,35,3,7,5909,4,4,4,2,1,3,2,51,2,2,2,3,2,1,1
1,2,37,2,5,7424,4,4,3,2,2,4,2,62,2,2,1,2,2,1,1
1,2,57,3,8,7580,4,3,3,3,2,4,3,60,1,2,2,3,1,1,1
1,2,49,2,6,6477,3,3,4,2,2,3,3,56,1,1,1,3,2,1,1
1,2,68,2,4,7155,4,3,4,3,1,3,2,57,2,1,2,2,2,1,1
1,3,61,3,6,14305,4,3,4,2,1,4,2,59,1,1,2,3,1,1,1
1,2,38,3,4,11173,2,4,3,3,2,4,2,43,2,1,1,3,1,1,1
1,3,40,4,3,13992,3,4,4,2,1,4,3,50,2,1,2,3,2,1,1
1,2,72,4,4,7033,3,4,4,3,2,3,2,50,1,2,1,2,1,1,1
1,3,38,4,5,8706,4,3,4,2,1,4,3,52,1,2,1,3,1,1,1
1,2,55,4,7,4788,4,4,3,3,1,4,2,41,2,2,2,2,1,1,1
1,2,46,3,6,6428,2,4,4,2,1,3,3,58,2,1,1,2,1,1,1
1,3,61,3,9,9126,3,4,3,3,1,4,2,47,2,2,2,3,2,1,1
1,3,46,2,7,8738,3,3,3,3,2,3,2,49,2,2,2,2,1,1,1
1,2,44,3,9,15332,2,3,4,2,1,3,2,43,2,1,1,2,1,1,1
1,2,41,2,8,10324,4,3,3,3,1,4,2,48,1,2,2,3,2,1,1
1,2,55,4,8,9204,3,4,3,2,1,3,3,35,2,1,1,3,1,1,1
1,2,62,2,7,11378,2,4,4,2,2,3,2,60,2,2,1,3,1,1,1
1,3,67,4,8,10080,4,4,4,3,1,4,3,58,2,1,2,2,1,1,1
1,2,41,2,7,6742,3,3,3,3,2,4,3,66,2,2,2,2,2,1,1
1,3,51,4,8,8119,2,4,3,2,1,4,2,43,1,2,2,3,2,1,1
1,3,50,3,7,14196,2,3,4,2,1,4,2,35,1,1,2,3,2,1,1
1,3,67,4,3,13911,4,4,4,3,1,4,2,57,1,2,2,2,2,1,1
1,2,39,4,5,10771,3,3,4,2,1,4,2,65,1,1,2,2,2,1,1
1,3,54,2,8,13058,2,3,4,2,2,3,3,53,1,2,1,2,1,1,1
1,2,46,3,5,14928,4,3,3,2,1,4,2,37,1,2,1,2,2,1,1
1,3,22,2,4,8674,2,3,4,3,2,3,2,60,2,1,1,3,1,1,1
1,2,42,3,4,10552,4,4,3,3,1,4,2,48,1,2,2,3,2,1,1
1,3,57,3,4,10663,2,3,4,2,1,3,2,45,2,2,2,2,1,1,1
1,2,43,4,5,7519,3,4,3,3,2,3,2,67,2,1,2,2,1,1,1
1,3,27,4,5,11339,3,3,4,2,1,3,2,43,1,1,2,2,1,1,1
1,2,41,4,5,6568,4,4,4,2,1,3,3,54,1,2,1,3,1,1,1
1,3,30,2,4,10306,2,4,4,3,1,4,2,65,2,1,2,2,2,1,1
1,2,63,2,3,9193,4,3,3,2,2,3,2,51,1,2,1,2,1,1,1
1,3,36,3,8,11288,4,4,3,2,2,4,3,52,1,1,1,2,1,1,1
1,3,39,2,8,5935,4,3,4,3,2,4,3,54,2,1,2,2,1,1,1
1,3,53,4,7,8436,2,3,3,2,2,4,3,60,2,2,2,3,2,1,1
1,2,45,2,8,15649,4,4,4,2,1,4,2,40,2,1,1,2,1,1,1
1,3,56,2,5,9595,2,4,3,2,1,3,2,46,2,1,2,2,2,1,1
1,3,60,3,9,10204,4,4,3,2,2,3,2,64,2,2,1,3,1,1,1
1,3,44,4,5,7991,4,3,4,3,1,4,3,56,2,1,2,3,1,1,1
1,2,48,2,6,10136,3,4,4,2,2,3,2,45,2,2,1,2,1,1,1
1,3,57,2,5,11139,3,3,4,3,2,3,2,57,1,1,2,2,1,1,1
1,2,39,3,7,8573,4,3,3,2,1,3,3,54,1,2,2,2,1,1,1
1,2,43,3,9,9251,3,4,3,2,1,4,2,50,1,2,1,2,1,1,1
1,2,47,3,8,9500,4,3,3,3,1,3,3,59,1,1,1,2,2,1,1
1,2,59,4,4,10887,3,3,4,3,1,3,3,63,1,2,2,2,1,1,1
1,3,48,3,9,13391,4,4,3,3,2,3,3,43,1,2,2,2,1,1,1
1,2,23,2,6,7992,3,3,4,3,1,4,3,48,1,1,1,3,2,1,1
1,2,67,2,7,12417,2,4,4,3,1,3,2,53,2,2,1,3,2,1,1
1,2,53,4,8,12413,4,3,4,2,2,3,3,49,1,2,2,2,2,1,1
1,2,44,3,3,10764,4,3,3,2,1,4,2,60,1,1,2,3,2,1,1
1,2,51,4,7,13244,2,4,4,3,2,4,3,66,2,2,1,3,2,1,1
1,2,51,4,5,10297,2,3,3,3,2,4,2,36,2,2,2,2,1,1,1
1,2,45,4,9,10323,2,3,3,3,2,3,3,48,1,2,1,2,2,1,1
1,2,46,4,4,9479,2,4,3,3,1,3,2,61,2,2,1,3,2,1,1
1,3,53,3,7,9188,2,4,3,3,2,4,2,59,2,1,1,3,1,1,1
1,3,50,4,6,9368,3,3,3,3,1,4,3,49,2,1,2,3,1,1,1
1,2,48,4,7,4417,3,4,4,3,2,4,2,42,2,2,2,2,2,1,1
1,3,56,4,6,11800,3,4,3,2,1,4,2,58,1,2,2,3,1,1,1
1,3,39,2,6,9033,3,3,4,2,1,4,2,40,2,2,2,3,1,1,1
1,2,51,3,9,5593,3,3,4,3,2,4,3,51,1,2,1,3,2,1,1
1,3,50,4,7,12910,2,4,3,3,1,3,2,69,2,1,1,2,2,1,1
1,3,30,2,6,7073,4,3,4,3,1,3,2,43,1,1,1,2,1,1,1
1,3,47,3,4,12578,3,4,4,3,1,4,2,26,1,2,1,3,1,1,1
1,3,58,4,5,7775,4,4,4,3,2,4,2,56,2,1,1,2,2,1,1
1,2,41,3,3,12876,2,3,3,3,2,3,2,41,2,1,1,3,1,1,1
1,2,49,3,7,15696,4,4,3,2,1,4,2,67,1,2,1,3,1,1,1
1,2,47,3,6,5214,2,4,4,2,2,3,3,63,2,1,2,2,2,1,1
1,3,53,4,5,9235,4,3,4,3,2,3,2,31,2,1,1,2,1,1,1
1,3,43,4,6,12870,4,3,3,3,1,4,2,44,1,2,2,3,1,1,1
1,3,38,3,5,10839,2,3,4,3,1,4,3,53,2,1,2,2,1,1,1
1,3,36,2,9,10845,2,4,4,3,2,3,2,60,1,2,1,2,2,1,1
1,2,48,3,7,12746,3,3,4,2,2,4,3,45,1,1,2,2,2,1,1
1,3,56,4,6,7633,2,3,3,2,2,3,3,38,1,2,2,3,2,1,1
1,3,34,4,9,6150,3,3,4,2,1,4,2,62,2,1,1,3,1,1,1
1,2,38,4,8,7858,3,3,3,3,2,3,3,48,2,2,1,2,1,1,1
1,2,54,4,3,14000,2,3,3,2,2,3,3,59,1,1,2,3,1,1,1
1,2,36,3,3,7708,4,4,3,3,2,4,3,53,2,2,2,3,2,1,1
1,3,38,2,9,5395,3,4,4,2,2,4,2,47,2,1,1,2,2,1,1
1,3,49,3,7,13470,3,4,4,2,2,3,3,41,2,1,1,2,2,1,1
1,3,48,4,8,8463,3,3,3,2,2,3,3,51,1,1,1,3,1,1,1
1,2,29,3,8,8652,2,4,4,3,1,4,3,55,1,2,1,3,2,1,1
1,3,55,2,6,5818,2,3,3,3,2,3,2,48,1,1,2,2,1,1,1
1,3,47,2,7,11591,4,4,4,2,2,4,3,46,1,1,1,2,1,1,1
1,3,35,3,5,11703,3,3,4,2,2,4,3,46,1,1,2,3,2,1,1
1,2,63,2,9,8348,4,4,4,2,1,4,3,57,2,2,1,3,1,1,1
1,3,47,3,8,6418,2,3,4,2,2,3,2,71,2,1,1,3,2,1,1
1,3,34,3,7,4323,3,4,3,3,2,4,3,62,1,2,2,3,2,1,1
1,2,49,2,3,11704,2,3,3,2,2,3,3,49,2,1,1,3,1,1,1
1,3,44,4,4,17789,3,4,4,2,2,4,2,41,1,2,1,2,2,1,1
1,3,51,3,6,11212,2,3,3,3,2,4,2,56,2,2,2,3,1,1,1
1,3,42,2,8,11824,2,4,4,2,1,3,2,55,2,1,1,3,1,1,1
1,2,48,3,4,10439,4,3,3,3,2,3,2,44,1,2,1,2,2,1,1
1,3,62,2,3,11048,4,4,4,2,2,3,3,39,1,1,1,3,1,1,1
1,2,36,2,4,9300,2,4,3,2,1,3,2,40,2,1,1,3,1,1,1
1,3,48,3,8,10882,3,3,3,2,2,3,2,45,2,2,1,2,1,1,1
1,3,36,3,5,7596,4,3,4,3,1,4,2,56,1,1,2,2,1,1,1
1,2,56,3,4,6277,3,4,3,2,2,4,3,59,2,2,2,2,2,1,1
1,2,48,4,7,10333,2,4,4,3,2,4,3,38,1,1,1,3,2,1,1
1,3,39,4,3,10294,4,3,3,3,1,3,2,36,2,2,2,2,1,1,1
1,3,47,3,6,6476,2,4,4,3,2,4,3,52,2,2,1,3,2,1,1
1,3,43,2,3,8345,3,4,3,3,2,4,2,49,2,1,2,2,2,1,1
1,2,40,3,8,8949,4,4,3,2,1,4,3,38,1,1,1,3,1,1,1
1,3,41,2,7,12147,4,3,4,3,2,4,3,51,1,1,1,2,2,1,1
1,2,55,2,3,10476,3,3,3,2,1,4,3,73,1,1,1,2,2,1,1
1,2,40,3,4,9497,2,3,3,2,1,4,3,59,1,1,2,2,1,1,1
1,3,49,3,4,5223,3,4,4,2,2,3,3,55,1,1,2,2,1,1,1
1,2,52,3,5,10811,2,4,4,2,1,4,2,59,2,1,1,2,2,1,1
1,3,35,3,9,11587,2,4,3,2,1,3,2,55,1,2,2,2,2,1,1
1,2,50,4,7,16594,3,3,4,2,2,4,2,52,2,2,1,2,1,1,1
1,3,42,3,7,11339,2,4,4,3,2,4,3,59,2,2,1,3,2,1,1
1,2,30,3,6,12772,4,3,4,3,1,3,3,45,2,1,1,3,2,1,1
1,2,43,2,6,12800,4,3,4,2,1,3,2,40,2,2,2,2,1,1,1
1,2,51,4,6,4561,4,3,3,3,1,3,2,59,1,1,2,2,2,1,1
1,2,55,2,8,9626,4,4,4,3,2,4,2,46,1,1,1,2,1,1,1
1,2,49,2,7,9491,4,4,4,2,1,4,3,51,2,2,2,2,2,1,1
1,2,43,2,5,8620,4,4,4,3,1,4,2,46,1,1,1,2,1,1,1
1,3,51,3,6,12569,4,4,3,2,2,3,3,60,1,1,2,2,2,1,1
1,2,37,4,4,14880,4,4,3,3,2,3,3,52,2,2,2,3,1,1,1
1,3,56,2,9,7226,2,4,4,3,2,4,2,55,1,1,1,3,2,1,1
1,2,30,2,6,9532,4,4,3,3,2,4,2,54,1,2,1,3,1,1,1
1,2,47,4,6,11274,4,3,3,3,1,4,2,44,2,1,1,3,1,1,1
1,2,37,2,7,7661,2,3,3,2,2,4,3,45,1,2,1,2,1,1,1
1,3,61,3,9,3650,2,4,4,3,1,4,3,56,1,1,1,3,2,1,1
1,2,53,2,3,9354,2,4,3,2,1,3,3,67,1,1,2,3,2,1,1
1,3,65,3,3,6687,2,3,4,3,2,4,2,61,1,1,1,3,2,1,1
1,3,53,4,9,4184,2,3,3,2,2,4,2,30,2,1,1,3,2,1,1
1,3,43,3,4,12705,2,3,4,2,1,3,3,42,2,1,2,2,1,1,1
1,2,55,4,8,14906,3,4,4,2,2,4,2,58,2,2,1,2,2,1,1
1,3,46,4,6,11586,3,3,4,3,1,4,3,59,1,2,2,3,2,1,1
1,2,47,3,4,11247,2,3,4,3,2,4,2,57,1,1,2,2,1,1,1
1,2,52,2,8,11302,2,4,3,3,1,3,2,42,1,2,2,3,2,1,1
1,3,48,2,4,9767,4,4,4,2,1,4,2,53,1,2,1,3,1,1,1
1,2,64,2,9,11347,4,3,3,3,1,4,2,43,1,2,1,2,2,1,1
1,3,44,2,6,9606,2,4,4,2,2,3,2,53,1,1,1,3,2,1,1
1,3,45,2,4,7747,4,3,4,2,1,3,3,49,2,2,1,3,1,1,1
1,2,36,3,4,13832,4,3,3,2,1,3,3,36,2,1,1,3,2,1,1
1,3,40,4,9,12246,2,4,3,3,2,3,2,32,2,1,2,3,2,1,1
1,2,68,2,5,17971,4,3,3,3,2,3,3,49,1,2,1,3,1,1,1
1,3,38,4,4,7544,3,4,4,2,1,3,3,60,1,2,1,2,2,1,1
1,2,64,2,3,5664,3,4,3,2,1,3,2,29,1,1,2,2,1,1,1
1,2,59,2,8,14025,4,4,3,2,2,4,2,38,2,2,2,2,2,1,1
1,3,46,2,8,9684,3,3,4,2,1,4,3,36,2,2,2,3,2,1,1
1,3,55,3,9,14070,2,3,4,3,2,4,2,63,2,1,2,3,2,1,1
1,2,33,4,5,16042,2,4,4,3,1,4,2,51,2,2,2,3,2,1,1
1,3,51,3,7,5882,2,4,3,3,1,3,3,40,2,1,1,3,1,1,1
1,2,52,4,6,7427,2,3,3,2,2,3,3,54,1,2,2,2,2,1,1
1,2,39,2,7,4956,3,3,3,3,2,4,3,47,1,1,2,2,2,1,1
1,3,42,2,6,9548,2,3,4,2,2,4,2,48,1,2,2,3,1,1,1
1,2,69,2,5,7836,4,3,4,3,1,3,2,56,2,2,1,3,2,1,1
1,2,50,3,7,4177,2,3,3,2,2,4,3,56,1,1,1,3,1,1,1
1,2,35,4,3,10299,3,3,4,3,2,4,3,37,1,2,2,2,1,1,1
1,3,42,4,4,13845,4,3,3,2,2,3,2,66,2,2,2,3,1,1,1
1,2,63,4,9,7089,4,4,4,3,1,3,3,54,2,2,2,3,2,1,1
1,3,52,3,6,13736,4,4,4,3,2,3,2,61,2,1,1,3,1,1,1
1,2,55,4,7,12090,3,4,3,3,1,4,3,39,2,2,2,2,2,1,1
1,2,52,4,6,9806,4,3,4,2,1,4,2,35,1,1,1,2,1,1,1
1,3,48,3,8,6826,2,3,4,2,2,4,2,46,1,1,1,2,2,1,1
1,2,30,3,4,8592,2,3,3,3,1,4,3,45,2,1,2,2,1,1,1
1,2,27,4,5,16385,3,4,3,2,2,3,2,41,2,1,1,2,1,1,1
1,2,46,4,5,8832,3,3,3,2,1,3,2,55,2,1,1,2,2,1,1
1,3,40,3,9,11708,2,4,3,3,2,3,2,42,2,1,2,3,1,1,1
1,3,52,3,3,9177,2,3,4,2,2,4,3,43,2,1,2,2,2,1,1
1,2,62,3,3,6704,4,4,4,2,1,3,3,56,1,1,2,2,2,1,1
1,2,32,3,5,12069,2,4,4,2,2,3,3,43,1,1,1,2,1,1,1
1,3,66,3,6,14947,2,4,3,3,1,3,3,32,1,2,1,2,1,1,1
1,3,38,3,8,13195,2,3,4,3,2,4,3,39,1,2,2,3,1,1,1
1,3,45,2,6,14827,4,4,4,3,2,3,3,47,1,1,2,2,2,1,1
1,2,43,4,6,10429,4,3,4,2,2,3,3,53,2,1,1,2,2,1,1
